team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
Zeke Virus,12,Baltimore,DEF,Bal,DEF,13,Adam
Game of Jones,12,Brandin Cooks,WR,LAR,W/R/T,5.3,Andre
Da Don Da Da's,12,Brett Maher,K,Dal,K,10,Khari
Big Bucs No Whammies,12,Brian Hill,RB,Atl,W/R/T,5.7,Travis
Da Don Da Da's,12,Buffalo,DEF,Buf,DEF,13,Khari
Eli Man Penguin Boy,12,Calvin Ridley,WR,Atl,W/R/T,22,Andy
Zeke Virus,12,Carlos Hyde,RB,Hou,BN,6.7,Adam
Zeke Virus,12,Carson Wentz,QB,Phi,BN,11.94,Adam
Game of Jones,12,Chicago,DEF,Chi,DEF,4,Andre
Zeke Virus,12,Chris Carson,RB,Sea,RB,9.7,Adam
Eli Man Penguin Boy,12,Chris Godwin,WR,TB,WR,37.4,Andy
Game of Jones,12,Chris Thompson,RB,Was,BN,0,Andre
3HeadedATK,12,Christian Kirk,WR,Ari,BN,0,Christopher
Big Bucs No Whammies,12,Christian McCaffrey,RB,Car,RB,34.3,Travis
Eli Man Penguin Boy,12,Cleveland,DEF,Cle,DEF,8,Andy
Run it Back,12,Cole Beasley,WR,Buf,BN,19.6,Jean
Da Don Da Da's,12,Cooper Kupp,WR,LAR,WR,9.5,Khari
Zeke Virus,12,Corey Davis,WR,Ten,BN,4.9,Adam
Run it Back,12,Courtland Sutton,WR,Den,W/R/T,3.7,Jean
Post Mahomes,12,Curtis Samuel,WR,Car,W/R/T,5.9,JL
Obi 'Quon Kenobi,12,Dak Prescott,QB,Dal,BN,7.88,roy s
Birds Like I'm Julio,12,Dallas Goedert,TE,Phi,TE,8.2,Jake
Eli Man Penguin Boy,12,Dalvin Cook,RB,Min,BN,0,Andy
Eli Man Penguin Boy,12,Damien Williams,RB,KC,BN,0,Andy
3HeadedATK,12,Daniel Jones,QB,NYG,BN,16.7,Christopher
Da Don Da Da's,12,Darius Slayton,WR,NYG,BN,10.7,Khari
Big Bucs No Whammies,12,Darren Fells,TE,Hou,TE,3.4,Travis
Eli Man Penguin Boy,12,Darren Waller,TE,LV,TE,7.1,Andy
Run it Back,12,Davante Adams,WR,GB,WR,19.3,Jean
Zeke Virus,12,David Johnson,RB,Ari,BN,0,Adam
Birds Like I'm Julio,12,David Montgomery,RB,Chi,BN,5.1,Jake
Eli Man Penguin Boy,12,DeAndre Hopkins,WR,Ari,WR,27.4,Andy
3HeadedATK,12,Dede Westbrook,WR,Jax,BN,14.9,Christopher
Big Bucs No Whammies,12,Deebo Samuel,WR,SF,WR,13,Travis
Da Don Da Da's,12,Derek Carr,QB,LV,QB,5.18,Khari
Eli Man Penguin Boy,12,Derrick Henry,RB,Ten,RB,28.5,Andy
Zeke Virus,12,Derrius Guice,RB,Was,BN,4.8,Adam
Obi 'Quon Kenobi,12,Deshaun Watson,QB,Hou,QB,21.92,roy s
Post Mahomes,12,Detroit,DEF,Det,DEF,8,JL
Run it Back,12,Devin Singletary,RB,Buf,BN,12.4,Jean
Post Mahomes,12,Devonta Freeman,RB,Atl,BN,0,JL
Da Don Da Da's,12,DJ Chark Jr.,WR,Jax,W/R/T,10.8,Khari
Run it Back,12,DJ Moore,WR,Car,W/R/T,31.4,Jean
Post Mahomes,12,DK Metcalf,WR,Sea,W/R/T,6.5,JL
Run it Back,12,Drew Brees,QB,NO,QB,26.44,Jean
Birds Like I'm Julio,12,Duke Johnson,RB,Hou,RB,4,Jake
3HeadedATK,12,Emmanuel Sanders,WR,SF,WR,2.5,Christopher
3HeadedATK,12,Eric Ebron,TE,Ind,BN,8.4,Christopher
Zeke Virus,12,Evan Engram,TE,NYG,TE,0,Adam
3HeadedATK,12,Ezekiel Elliott,RB,Dal,RB,16.6,Christopher
Game of Jones,12,George Kittle,TE,SF,W/R/T,24.9,Andre
Zeke Virus,12,Gerald Everett,TE,LAR,BN,4.3,Adam
3HeadedATK,12,Golden Tate,WR,NYG,BN,12.3,Christopher
Birds Like I'm Julio,12,Green Bay,DEF,GB,DEF,-1,Jake
3HeadedATK,12,Greg Olsen,TE,Car,TE,9.4,Christopher
Game of Jones,12,Greg Zuerlein,K,Dal,K,7,Andre
Big Bucs No Whammies,12,Harrison Butker,K,KC,BN,0,Travis
Run it Back,12,Hunter Henry,TE,LAC,BN,0,Jean
Big Bucs No Whammies,12,Indianapolis,DEF,Ind,DEF,4,Travis
Da Don Da Da's,12,Jack Doyle,TE,Ind,BN,5.8,Khari
Zeke Virus,12,Jacksonville,DEF,Jax,BN,1,Adam
Run it Back,12,Jacob Hollister,TE,Sea,TE,4.2,Jean
Run it Back,12,Jake Elliott,K,Phi,K,3,Jean
Da Don Da Da's,12,Jamaal Williams,RB,GB,RB,15,Khari
Zeke Virus,12,Jameis Winston,QB,TB,QB,29.32,Adam
Da Don Da Da's,12,James Conner,RB,Pit,BN,0,Khari
Post Mahomes,12,James White,RB,NE,RB,0.9,JL
Birds Like I'm Julio,12,Jamison Crowder,WR,NYJ,W/R/T,3.8,Jake
Eli Man Penguin Boy,12,Jared Cook,TE,NO,BN,21.9,Andy
Post Mahomes,12,Jared Goff,QB,LAR,BN,6.38,JL
Eli Man Penguin Boy,12,Jarvis Landry,WR,Cle,W/R/T,36.8,Andy
Obi 'Quon Kenobi,12,Jason Myers,K,Sea,BN,5,roy s
Game of Jones,12,Jason Witten,TE,LV,TE,1.5,Andre
Obi 'Quon Kenobi,12,Jaylen Samuels,RB,Pit,W/R/T,6.2,roy s
Obi 'Quon Kenobi,12,Jimmy Graham,TE,Chi,BN,1.7,roy s
3HeadedATK,12,Joe Mixon,RB,Cin,W/R/T,7.9,Christopher
Birds Like I'm Julio,12,John Brown,WR,Buf,W/R/T,11.9,Jake
Big Bucs No Whammies,12,Jordan Howard,RB,Phi,BN,0,Travis
Run it Back,12,Josh Allen,QB,Buf,BN,22,Jean
Da Don Da Da's,12,Josh Gordon,WR,Sea,W/R/T,2,Khari
Post Mahomes,12,Josh Jacobs,RB,LV,RB,4.6,JL
Game of Jones,12,Josh Lambo,K,Jax,BN,9,Andre
Post Mahomes,12,JuJu Smith-Schuster,WR,Pit,BN,0,JL
Run it Back,12,Julian Edelman,WR,NE,WR,17.3,Jean
Game of Jones,12,Julio Jones,WR,Atl,WR,11.8,Andre
Zeke Virus,12,Justin Tucker,K,Bal,K,9,Adam
Birds Like I'm Julio,12,Ka'imi Fairbairn,K,Hou,K,8,Jake
Eli Man Penguin Boy,12,Kareem Hunt,RB,Cle,RB,12.6,Andy
Da Don Da Da's,12,Keenan Allen,WR,LAC,BN,0,Khari
Post Mahomes,12,Kenny Golladay,WR,Det,WR,10.1,JL
Game of Jones,12,Kenny Stills,WR,Hou,BN,1.6,Andre
Eli Man Penguin Boy,12,Kenyan Drake,RB,Ari,BN,0,Andy
3HeadedATK,12,Kerryon Johnson,RB,Det,BN,0,Christopher
Birds Like I'm Julio,12,Kirk Cousins,QB,Min,BN,0,Jake
Eli Man Penguin Boy,12,Kyler Murray,QB,Ari,BN,0,Andy
Birds Like I'm Julio,12,Lamar Jackson,QB,Bal,QB,41.26,Jake
Run it Back,12,Larry Fitzgerald,WR,Ari,BN,0,Jean
Birds Like I'm Julio,12,Latavius Murray,RB,NO,BN,12.4,Jake
Obi 'Quon Kenobi,12,Le'Veon Bell,RB,NYJ,RB,15.8,roy s
Obi 'Quon Kenobi,12,Leonard Fournette,RB,Jax,RB,36.9,roy s
Obi 'Quon Kenobi,12,LeSean McCoy,RB,KC,BN,0,roy s
Eli Man Penguin Boy,12,Los Angeles,DEF,LAR,BN,-1,Andy
Post Mahomes,12,Mark Andrews,TE,Bal,TE,6.5,JL
Big Bucs No Whammies,12,Mark Ingram II,RB,Bal,RB,24.8,Travis
3HeadedATK,12,Marlon Mack,RB,Ind,RB,0,Christopher
Big Bucs No Whammies,12,Marquez Valdes-Scantling,WR,GB,BN,1.7,Travis
Game of Jones,12,Marquise Brown,WR,Bal,WR,21.2,Andre
Obi 'Quon Kenobi,12,Marvin Jones Jr.,WR,Det,WR,9.6,roy s
Run it Back,12,Matt Breida,RB,SF,BN,0,Jean
Obi 'Quon Kenobi,12,Matt Gay,K,TB,K,5,roy s
Eli Man Penguin Boy,12,Matt Prater,K,Det,K,11,Andy
Big Bucs No Whammies,12,Matt Ryan,QB,Atl,BN,8.64,Travis
Birds Like I'm Julio,12,Matthew Stafford,QB,Det,BN,0,Jake
Post Mahomes,12,Mecole Hardman,WR,KC,BN,0,JL
Da Don Da Da's,12,Melvin Gordon III,RB,Den,BN,0,Khari
Zeke Virus,12,Michael Gallup,WR,Dal,W/R/T,9.5,Adam
Obi 'Quon Kenobi,12,Michael Thomas,WR,NO,WR,26.1,roy s
3HeadedATK,12,Mike Evans,WR,TB,W/R/T,9,Christopher
Obi 'Quon Kenobi,12,Mike Williams,WR,LAC,BN,0,roy s
Post Mahomes,12,Miles Sanders,RB,Phi,BN,11.6,JL
3HeadedATK,12,Minnesota,DEF,Min,BN,0,Christopher
Obi 'Quon Kenobi,12,Mohamed Sanu,WR,NE,BN,0,roy s
Game of Jones,12,N'Keal Harry,WR,NE,BN,8,Andre
3HeadedATK,12,Nelson Agholor,WR,Phi,BN,0,Christopher
Obi 'Quon Kenobi,12,New England,DEF,NE,BN,8,roy s
Obi 'Quon Kenobi,12,New Orleans,DEF,NO,DEF,5,roy s
Da Don Da Da's,12,Nick Chubb,RB,Cle,RB,25.4,Khari
Post Mahomes,12,Nick Folk,K,NE,K,9,JL
Post Mahomes,12,Odell Beckham Jr.,WR,Cle,WR,20.4,JL
Game of Jones,12,Patrick Mahomes,QB,KC,QB,0,Andre
Da Don Da Da's,12,Philip Rivers,QB,Ind,BN,0,Khari
Birds Like I'm Julio,12,Phillip Dorsett II,WR,Sea,BN,0,Jake
Da Don Da Da's,12,Phillip Lindsay,RB,Den,BN,7.8,Khari
Run it Back,12,Pittsburgh,DEF,Pit,DEF,12,Jean
Big Bucs No Whammies,12,Randall Cobb,WR,Dal,W/R/T,12.6,Travis
Big Bucs No Whammies,12,Robby Anderson,WR,NYJ,WR,18.6,Travis
Run it Back,12,Robert Woods,WR,LAR,BN,15.7,Jean
Big Bucs No Whammies,12,Ronald Jones II,RB,TB,BN,15.7,Travis
Big Bucs No Whammies,12,Russell Wilson,QB,Sea,QB,11.5,Travis
Post Mahomes,12,Ryan Tannehill,QB,Ten,QB,34.36,JL
Post Mahomes,12,Ryquell Armstead,RB,Jax,BN,0,JL
Eli Man Penguin Boy,12,Sammy Watkins,WR,KC,BN,0,Andy
Da Don Da Da's,12,San Francisco,DEF,SF,BN,11,Khari
Birds Like I'm Julio,12,Saquon Barkley,RB,NYG,RB,8,Jake
Game of Jones,12,Sony Michel,RB,NE,BN,8.5,Andre
Obi 'Quon Kenobi,12,Stefon Diggs,WR,Buf,BN,0,roy s
Obi 'Quon Kenobi,12,Sterling Shepard,WR,NYG,W/R/T,8.7,roy s
Zeke Virus,12,T.Y. Hilton,WR,Ind,WR,4.8,Adam
Game of Jones,12,Tarik Cohen,RB,Chi,RB,12.4,Andre
3HeadedATK,12,Tennessee,DEF,Ten,DEF,6,Christopher
Eli Man Penguin Boy,12,Terry McLaurin,WR,Was,BN,12.2,Andy
Zeke Virus,12,Tevin Coleman,RB,SF,RB,12.9,Adam
Zeke Virus,12,Todd Gurley II,RB,LAR,W/R/T,4.9,Adam
Game of Jones,12,Tom Brady,QB,TB,BN,12.3,Andre
Post Mahomes,12,Tony Pollard,RB,Dal,BN,5.8,JL
Birds Like I'm Julio,12,Travis Kelce,TE,KC,BN,0,Jake
3HeadedATK,12,Tyler Boyd,WR,Cin,WR,19.1,Christopher
Birds Like I'm Julio,12,Tyler Lockett,WR,Sea,WR,4.8,Jake
Big Bucs No Whammies,12,Tyreek Hill,WR,KC,BN,0,Travis
Da Don Da Da's,12,Tyrell Williams,WR,LV,WR,3.8,Khari
Obi 'Quon Kenobi,12,Vance McDonald,TE,Pit,TE,1.1,roy s
3HeadedATK,12,Wil Lutz,K,NO,K,11,Christopher
Birds Like I'm Julio,12,Will Fuller V,WR,Hou,BN,21,Jake
Big Bucs No Whammies,12,Younghoe Koo,K,Atl,K,11,Travis
Da Don Da Da's,12,Zach Ertz,TE,Phi,TE,27.1,Khari
Post Mahomes,12,Zach Pascal,WR,Ind,BN,0,JL
Zeke Virus,13,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,13,Aaron Jones,RB,GB,RB,7.1,Jean
Eli Man Penguin Boy,13,Aaron Rodgers,QB,GB,QB,32.12,Andy
Big Bucs No Whammies,13,Adam Thielen,WR,Min,BN,0,Travis
Game of Jones,13,Adrian Peterson,RB,Was,BN,15.9,Andre
Run it Back,13,Alexander Mattison,RB,Min,BN,11.3,Jean
Birds Like I'm Julio,13,Allen Robinson II,WR,Chi,WR,22.6,Jake
Game of Jones,13,Alshon Jeffery,WR,Phi,BN,28.7,Andre
Run it Back,13,Alvin Kamara,RB,NO,RB,12.4,Jean
Zeke Virus,13,Amari Cooper,WR,Dal,WR,16.5,Adam
Big Bucs No Whammies,13,Austin Ekeler,RB,LAC,BN,16.7,Travis
Game of Jones,13,Austin Hooper,TE,Cle,BN,0,Andre
3HeadedATK,13,Baker Mayfield,QB,Cle,QB,10.04,Christopher
Zeke Virus,13,Baltimore,DEF,Bal,DEF,7,Adam
Game of Jones,13,Brandin Cooks,WR,LAR,W/R/T,4.4,Andre
Da Don Da Da's,13,Brett Maher,K,Dal,K,1,Khari
Big Bucs No Whammies,13,Brian Hill,RB,Atl,W/R/T,6.7,Travis
Da Don Da Da's,13,Buffalo,DEF,Buf,DEF,11,Khari
Eli Man Penguin Boy,13,Calvin Ridley,WR,Atl,W/R/T,17.1,Andy
Zeke Virus,13,Carlos Hyde,RB,Hou,BN,3.2,Adam
Zeke Virus,13,Carson Wentz,QB,Phi,BN,28.4,Adam
Game of Jones,13,Chicago,DEF,Chi,DEF,5,Andre
Zeke Virus,13,Chris Carson,RB,Sea,RB,17.9,Adam
Eli Man Penguin Boy,13,Chris Godwin,WR,TB,WR,9,Andy
Game of Jones,13,Chris Thompson,RB,Was,BN,3.9,Andre
3HeadedATK,13,Christian Kirk,WR,Ari,W/R/T,5.3,Christopher
Big Bucs No Whammies,13,Christian McCaffrey,RB,Car,RB,17.2,Travis
Eli Man Penguin Boy,13,Cleveland,DEF,Cle,DEF,4,Andy
Run it Back,13,Cole Beasley,WR,Buf,BN,23,Jean
Da Don Da Da's,13,Cooper Kupp,WR,LAR,WR,18.5,Khari
Zeke Virus,13,Corey Davis,WR,Ten,WR,3.3,Adam
Run it Back,13,Courtland Sutton,WR,Den,BN,23.4,Jean
Post Mahomes,13,Curtis Samuel,WR,Car,BN,16.5,JL
Obi 'Quon Kenobi,13,Dak Prescott,QB,Dal,BN,25.7,roy s
Birds Like I'm Julio,13,Dallas Goedert,TE,Phi,BN,12.6,Jake
Eli Man Penguin Boy,13,Dalvin Cook,RB,Min,RB,13.4,Andy
Eli Man Penguin Boy,13,Damien Williams,RB,KC,BN,0,Andy
3HeadedATK,13,Daniel Jones,QB,NYG,BN,12.2,Christopher
Da Don Da Da's,13,Darius Slayton,WR,NYG,BN,10.4,Khari
Big Bucs No Whammies,13,Darren Fells,TE,Hou,TE,10.3,Travis
Eli Man Penguin Boy,13,Darren Waller,TE,LV,TE,17,Andy
Run it Back,13,Davante Adams,WR,GB,WR,24.4,Jean
Zeke Virus,13,David Johnson,RB,Ari,W/R/T,4.4,Adam
Birds Like I'm Julio,13,David Montgomery,RB,Chi,RB,16.7,Jake
Eli Man Penguin Boy,13,DeAndre Hopkins,WR,Ari,WR,16.64,Andy
3HeadedATK,13,Dede Westbrook,WR,Jax,BN,19,Christopher
Big Bucs No Whammies,13,Deebo Samuel,WR,SF,WR,14.1,Travis
Eli Man Penguin Boy,13,Derrick Henry,RB,Ten,RB,23.6,Andy
Zeke Virus,13,Derrius Guice,RB,Was,BN,27.7,Adam
Obi 'Quon Kenobi,13,Deshaun Watson,QB,Hou,QB,31.86,roy s
Post Mahomes,13,Detroit,DEF,Det,DEF,3,JL
Run it Back,13,Devin Singletary,RB,Buf,BN,19.1,Jean
Post Mahomes,13,Devonta Freeman,RB,Atl,BN,10.4,JL
Da Don Da Da's,13,DJ Chark Jr.,WR,Jax,WR,6.7,Khari
Run it Back,13,DJ Moore,WR,Car,W/R/T,19.2,Jean
Post Mahomes,13,DK Metcalf,WR,Sea,W/R/T,11.5,JL
Run it Back,13,Drew Brees,QB,NO,QB,12.26,Jean
Birds Like I'm Julio,13,Duke Johnson,RB,Hou,BN,20,Jake
3HeadedATK,13,Emmanuel Sanders,WR,SF,WR,8.1,Christopher
3HeadedATK,13,Eric Ebron,TE,Ind,BN,0,Christopher
Zeke Virus,13,Evan Engram,TE,NYG,BN,0,Adam
3HeadedATK,13,Ezekiel Elliott,RB,Dal,RB,20.7,Christopher
Game of Jones,13,George Kittle,TE,SF,W/R/T,3.4,Andre
3HeadedATK,13,Golden Tate,WR,NYG,BN,0,Christopher
Birds Like I'm Julio,13,Green Bay,DEF,GB,DEF,10,Jake
3HeadedATK,13,Greg Olsen,TE,Car,TE,5.2,Christopher
Game of Jones,13,Greg Zuerlein,K,Dal,K,10,Andre
Big Bucs No Whammies,13,Harrison Butker,K,KC,BN,10,Travis
Run it Back,13,Hunter Henry,TE,LAC,TE,3,Jean
Big Bucs No Whammies,13,Indianapolis,DEF,Ind,DEF,10,Travis
Zeke Virus,13,Jacksonville,DEF,Jax,BN,6,Adam
Post Mahomes,13,Jake Elliott,K,Phi,K,13,JL
Da Don Da Da's,13,Jamaal Williams,RB,GB,RB,10.7,Khari
Zeke Virus,13,Jameis Winston,QB,TB,QB,10.72,Adam
Da Don Da Da's,13,James Conner,RB,Pit,BN,0,Khari
Post Mahomes,13,James White,RB,NE,RB,37.7,JL
Birds Like I'm Julio,13,Jamison Crowder,WR,NYJ,W/R/T,2.8,Jake
Eli Man Penguin Boy,13,Jared Cook,TE,NO,BN,11.5,Andy
Post Mahomes,13,Jared Goff,QB,LAR,BN,26.96,JL
Eli Man Penguin Boy,13,Jarvis Landry,WR,Cle,W/R/T,13.6,Andy
Obi 'Quon Kenobi,13,Jason Myers,K,Sea,K,13,roy s
Game of Jones,13,Jason Witten,TE,LV,TE,18.2,Andre
Obi 'Quon Kenobi,13,Jaylen Samuels,RB,Pit,BN,7.4,roy s
Obi 'Quon Kenobi,13,Jimmy Graham,TE,Chi,BN,2.6,roy s
3HeadedATK,13,Joe Mixon,RB,Cin,RB,17,Christopher
Birds Like I'm Julio,13,John Brown,WR,Buf,W/R/T,11.72,Jake
3HeadedATK,13,Jonathan Williams,RB,Ind,BN,3.5,Christopher
Big Bucs No Whammies,13,Jordan Howard,RB,Phi,BN,0,Travis
Run it Back,13,Josh Allen,QB,Buf,BN,24.54,Jean
Da Don Da Da's,13,Josh Gordon,WR,Sea,BN,2,Khari
Post Mahomes,13,Josh Jacobs,RB,LV,RB,10.4,JL
Game of Jones,13,Josh Lambo,K,Jax,BN,5,Andre
Post Mahomes,13,JuJu Smith-Schuster,WR,Pit,BN,0,JL
Run it Back,13,Julian Edelman,WR,NE,WR,21.9,Jean
Game of Jones,13,Julio Jones,WR,Atl,WR,0,Andre
Zeke Virus,13,Justin Tucker,K,Bal,K,9,Adam
Birds Like I'm Julio,13,Ka'imi Fairbairn,K,Hou,K,4,Jake
Eli Man Penguin Boy,13,Kareem Hunt,RB,Cle,BN,17.5,Andy
Da Don Da Da's,13,Keenan Allen,WR,LAC,W/R/T,18.8,Khari
Post Mahomes,13,Kenny Golladay,WR,Det,WR,25.8,JL
Game of Jones,13,Kenny Stills,WR,Hou,BN,15.1,Andre
Eli Man Penguin Boy,13,Kenyan Drake,RB,Ari,BN,7.1,Andy
Birds Like I'm Julio,13,Kirk Cousins,QB,Min,BN,20.04,Jake
Eli Man Penguin Boy,13,Kyler Murray,QB,Ari,BN,14.32,Andy
Birds Like I'm Julio,13,Lamar Jackson,QB,Bal,QB,23.3,Jake
Run it Back,13,Larry Fitzgerald,WR,Ari,BN,11.6,Jean
Birds Like I'm Julio,13,Latavius Murray,RB,NO,BN,0.2,Jake
Obi 'Quon Kenobi,13,Le'Veon Bell,RB,NYJ,RB,10.7,roy s
Obi 'Quon Kenobi,13,Leonard Fournette,RB,Jax,RB,18.1,roy s
Obi 'Quon Kenobi,13,LeSean McCoy,RB,KC,BN,12,roy s
Eli Man Penguin Boy,13,Los Angeles,DEF,LAR,BN,18,Andy
Post Mahomes,13,Mark Andrews,TE,Bal,TE,14,JL
Big Bucs No Whammies,13,Mark Ingram II,RB,Bal,RB,8.2,Travis
3HeadedATK,13,Marlon Mack,RB,Ind,BN,0,Christopher
Big Bucs No Whammies,13,Marquez Valdes-Scantling,WR,GB,BN,0,Travis
Game of Jones,13,Marquise Brown,WR,Bal,WR,1.1,Andre
Obi 'Quon Kenobi,13,Marvin Jones Jr.,WR,Det,W/R/T,13,roy s
Run it Back,13,Mason Crosby,K,GB,K,8,Jean
Run it Back,13,Matt Breida,RB,SF,BN,0,Jean
Obi 'Quon Kenobi,13,Matt Gay,K,TB,BN,8,roy s
Eli Man Penguin Boy,13,Matt Prater,K,Det,K,8,Andy
Big Bucs No Whammies,13,Matt Ryan,QB,Atl,BN,20.58,Travis
Birds Like I'm Julio,13,Matthew Stafford,QB,Det,BN,0,Jake
Post Mahomes,13,Mecole Hardman,WR,KC,BN,0.9,JL
Da Don Da Da's,13,Melvin Gordon III,RB,Den,W/R/T,13,Khari
Zeke Virus,13,Michael Gallup,WR,Dal,BN,9.3,Adam
Obi 'Quon Kenobi,13,Michael Thomas,WR,NO,WR,10.8,roy s
3HeadedATK,13,Mike Evans,WR,TB,W/R/T,9.3,Christopher
Obi 'Quon Kenobi,13,Mike Williams,WR,LAC,BN,16.7,roy s
Post Mahomes,13,Miles Sanders,RB,Phi,W/R/T,21.5,JL
3HeadedATK,13,Minnesota,DEF,Min,BN,8,Christopher
Obi 'Quon Kenobi,13,Mohamed Sanu,WR,NE,BN,4.4,roy s
Game of Jones,13,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,13,Nelson Agholor,WR,Phi,BN,9.1,Christopher
Obi 'Quon Kenobi,13,New England,DEF,NE,DEF,2,roy s
Obi 'Quon Kenobi,13,New Orleans,DEF,NO,BN,16,roy s
Da Don Da Da's,13,Nick Chubb,RB,Cle,RB,8.9,Khari
Post Mahomes,13,Odell Beckham Jr.,WR,Cle,WR,5.9,JL
Game of Jones,13,Patrick Mahomes,QB,KC,QB,20.5,Andre
Da Don Da Da's,13,Philadelphia,DEF,Phi,BN,1,Khari
Da Don Da Da's,13,Philip Rivers,QB,Ind,BN,19.6,Khari
Birds Like I'm Julio,13,Phillip Dorsett II,WR,Sea,BN,3.5,Jake
Da Don Da Da's,13,Phillip Lindsay,RB,Den,BN,9.2,Khari
Run it Back,13,Pittsburgh,DEF,Pit,DEF,13,Jean
Big Bucs No Whammies,13,Randall Cobb,WR,Dal,W/R/T,8.3,Travis
Big Bucs No Whammies,13,Robby Anderson,WR,NYJ,WR,17.1,Travis
Run it Back,13,Robert Woods,WR,LAR,W/R/T,30.2,Jean
Big Bucs No Whammies,13,Ronald Jones II,RB,TB,BN,0.8,Travis
Big Bucs No Whammies,13,Russell Wilson,QB,Sea,QB,19.9,Travis
Obi 'Quon Kenobi,13,Ryan Griffin,TE,NYJ,TE,8,roy s
Post Mahomes,13,Ryan Tannehill,QB,Ten,QB,15.78,JL
Post Mahomes,13,Ryquell Armstead,RB,Jax,BN,0,JL
Da Don Da Da's,13,Sam Darnold,QB,NYJ,QB,10.46,Khari
Eli Man Penguin Boy,13,Sammy Watkins,WR,KC,BN,0,Andy
Da Don Da Da's,13,San Francisco,DEF,SF,BN,4,Khari
Birds Like I'm Julio,13,Saquon Barkley,RB,NYG,RB,14.5,Jake
Game of Jones,13,Sony Michel,RB,NE,BN,4.5,Andre
Obi 'Quon Kenobi,13,Stefon Diggs,WR,Buf,WR,9.2,roy s
Obi 'Quon Kenobi,13,Sterling Shepard,WR,NYG,W/R/T,13,roy s
Zeke Virus,13,T.Y. Hilton,WR,Ind,BN,0,Adam
Game of Jones,13,Tarik Cohen,RB,Chi,RB,7.5,Andre
3HeadedATK,13,Tennessee,DEF,Ten,DEF,20,Christopher
Eli Man Penguin Boy,13,Terry McLaurin,WR,Was,BN,2.8,Andy
Zeke Virus,13,Tevin Coleman,RB,SF,RB,2.5,Adam
Zeke Virus,13,Todd Gurley II,RB,LAR,W/R/T,18.5,Adam
Game of Jones,13,Tom Brady,QB,TB,BN,28.34,Andre
Post Mahomes,13,Tony Pollard,RB,Dal,BN,0.7,JL
Birds Like I'm Julio,13,Travis Kelce,TE,KC,TE,14,Jake
3HeadedATK,13,Tyler Boyd,WR,Cin,WR,16.9,Christopher
Zeke Virus,13,Tyler Higbee,TE,LAR,TE,23.7,Adam
Birds Like I'm Julio,13,Tyler Lockett,WR,Sea,WR,0,Jake
Big Bucs No Whammies,13,Tyreek Hill,WR,KC,BN,10.1,Travis
Da Don Da Da's,13,Tyrell Williams,WR,LV,BN,1.9,Khari
3HeadedATK,13,Wil Lutz,K,NO,K,17,Christopher
Birds Like I'm Julio,13,Will Fuller V,WR,Hou,BN,1.8,Jake
Big Bucs No Whammies,13,Younghoe Koo,K,Atl,K,8,Travis
Da Don Da Da's,13,Zach Ertz,TE,Phi,TE,5.4,Khari
Post Mahomes,13,Zach Pascal,WR,Ind,BN,17.9,JL
Zeke Virus,14,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,14,Aaron Jones,RB,GB,RB,31.2,Jean
Eli Man Penguin Boy,14,Aaron Rodgers,QB,GB,QB,12.4,Andy
Big Bucs No Whammies,14,Adam Thielen,WR,Min,BN,0,Travis
Game of Jones,14,Adrian Peterson,RB,Was,BN,13.6,Andre
Run it Back,14,Alexander Mattison,RB,Min,BN,8.4,Jean
Birds Like I'm Julio,14,Allen Robinson II,WR,Chi,WR,21.8,Jake
Game of Jones,14,Alshon Jeffery,WR,Phi,BN,0,Andre
Run it Back,14,Alvin Kamara,RB,NO,RB,6.3,Jean
Zeke Virus,14,Amari Cooper,WR,Dal,WR,20.3,Adam
Obi 'Quon Kenobi,14,Antonio Brown,WR,NE,BN,0,roy s
Big Bucs No Whammies,14,Austin Ekeler,RB,LAC,W/R/T,31.3,Travis
Game of Jones,14,Austin Hooper,TE,Cle,BN,5.2,Andre
3HeadedATK,14,Baker Mayfield,QB,Cle,QB,12.98,Christopher
Zeke Virus,14,Baltimore,DEF,Bal,DEF,9,Adam
Big Bucs No Whammies,14,Benny Snell Jr.,RB,Pit,BN,2.1,Travis
Game of Jones,14,Brandin Cooks,WR,LAR,W/R/T,0,Andre
Da Don Da Da's,14,Brett Maher,K,Dal,K,6,Khari
Big Bucs No Whammies,14,Brian Hill,RB,Atl,BN,12.2,Travis
Da Don Da Da's,14,Buffalo,DEF,Buf,BN,3,Khari
Eli Man Penguin Boy,14,Calvin Ridley,WR,Atl,W/R/T,18.6,Andy
Zeke Virus,14,Carlos Hyde,RB,Hou,BN,9.8,Adam
Zeke Virus,14,Carson Wentz,QB,Phi,BN,21.9,Adam
Game of Jones,14,Chicago,DEF,Chi,DEF,2,Andre
Zeke Virus,14,Chris Carson,RB,Sea,RB,12.1,Adam
Eli Man Penguin Boy,14,Chris Godwin,WR,TB,WR,16.1,Andy
Game of Jones,14,Chris Thompson,RB,Was,BN,11.3,Andre
3HeadedATK,14,Christian Kirk,WR,Ari,W/R/T,16.9,Christopher
Big Bucs No Whammies,14,Christian McCaffrey,RB,Car,RB,24.5,Travis
Eli Man Penguin Boy,14,Cleveland,DEF,Cle,DEF,11,Andy
