team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
Post Mahomes,3,Atlanta,DEF,Atl,BN,1,JL
Big Bucs No Whammies,3,Austin Ekeler,RB,LAC,W/R/T,15.1,Travis
Game of Jones,3,Austin Hooper,TE,Atl,BN,24.6,Andre
3HeadedATK,3,Baker Mayfield,QB,Cle,QB,11.7,Christopher
Zeke Virus,3,Baltimore,DEF,Bal,BN,0,Adam
3HeadedATK,3,Ben Roethlisberger,QB,Pit,BN,0,Christopher
Game of Jones,3,Brandin Cooks,WR,LAR,WR,20,Andre
Da Don Da Da's,3,Buffalo,DEF,Buf,DEF,11,Khari
Eli Man Penguin Boy,3,Calvin Ridley,WR,Atl,W/R/T,1.6,Andy
Birds Like I'm Julio,3,Cam Newton,QB,Car,BN,0,Jake
Zeke Virus,3,Carlos Hyde,RB,Hou,W/R/T,7.9,Adam
Zeke Virus,3,Carson Wentz,QB,Phi,QB,23.66,Adam
Game of Jones,3,Chicago,DEF,Chi,DEF,21,Andre
Zeke Virus,3,Chris Carson,RB,Sea,W/R/T,4,Adam
Eli Man Penguin Boy,3,Chris Godwin,WR,TB,WR,7,Andy
Game of Jones,3,Chris Thompson,RB,Was,W/R/T,14.8,Andre
3HeadedATK,3,Christian Kirk,WR,Ari,BN,15.9,Christopher
Big Bucs No Whammies,3,Christian McCaffrey,RB,Car,RB,27.8,Travis
Da Don Da Da's,3,Cooper Kupp,WR,LAR,WR,33.1,Khari
Run it Back,3,Courtland Sutton,WR,Den,BN,13.7,Jean
Post Mahomes,3,Curtis Samuel,WR,Car,W/R/T,16.3,JL
Obi 'Quon Kenobi,3,Dak Prescott,QB,Dal,QB,25.54,roy s
Post Mahomes,3,Dallas,DEF,Dal,DEF,12,JL
Eli Man Penguin Boy,3,Dalvin Cook,RB,Min,RB,24.3,Andy
Eli Man Penguin Boy,3,Damien Williams,RB,KC,BN,0,Andy
Eli Man Penguin Boy,3,Darren Waller,TE,Oak,TE,27.1,Andy
3HeadedATK,3,Darwin Thompson,RB,KC,BN,0.8,Christopher
Run it Back,3,Davante Adams,WR,GB,WR,9.6,Jean
Zeke Virus,3,David Johnson,RB,Ari,RB,18.5,Adam
Birds Like I'm Julio,3,David Montgomery,RB,Chi,BN,11.1,Jake
Eli Man Penguin Boy,3,David Njoku,TE,Cle,BN,0,Andy
Eli Man Penguin Boy,3,DeAndre Hopkins,WR,Hou,WR,12.7,Andy
3HeadedATK,3,Dede Westbrook,WR,Jax,BN,10,Christopher
Big Bucs No Whammies,3,Delanie Walker,TE,Ten,TE,13.4,Travis
Da Don Da Da's,3,Demarcus Robinson,WR,KC,BN,13.3,Khari
Post Mahomes,3,Denver,DEF,Den,BN,0,JL
Eli Man Penguin Boy,3,Derrick Henry,RB,Ten,RB,11.6,Andy
Run it Back,3,DeSean Jackson,WR,Phi,BN,0,Jean
Obi 'Quon Kenobi,3,Deshaun Watson,QB,Hou,BN,28.84,roy s
Run it Back,3,Devin Singletary,RB,Buf,BN,0,Jean
Post Mahomes,3,Devonta Freeman,RB,Atl,RB,12.5,JL
Big Bucs No Whammies,3,Dion Lewis,RB,Ten,BN,3,Travis
Da Don Da Da's,3,DJ Chark Jr.,WR,Jax,BN,17.6,Khari
Run it Back,3,DJ Moore,WR,Car,BN,13.4,Jean
Post Mahomes,3,DK Metcalf,WR,Sea,BN,8.7,JL
Run it Back,3,Drew Brees,QB,NO,BN,0,Jean
Birds Like I'm Julio,3,Duke Johnson,RB,Hou,BN,4.4,Jake
3HeadedATK,3,Emmanuel Sanders,WR,SF,BN,3,Christopher
3HeadedATK,3,Eric Ebron,TE,Ind,BN,7.7,Christopher
Zeke Virus,3,Evan Engram,TE,NYG,TE,23.3,Adam
3HeadedATK,3,Ezekiel Elliott,RB,Dal,RB,15.9,Christopher
Game of Jones,3,George Kittle,TE,SF,TE,11.7,Andre
Da Don Da Da's,3,Giovani Bernard,RB,Cin,BN,3.2,Khari
3HeadedATK,3,Golden Tate,WR,NYG,BN,0,Christopher
Birds Like I'm Julio,3,Green Bay,DEF,GB,DEF,13,Jake
3HeadedATK,3,Greg Olsen,TE,Car,TE,25.5,Christopher
Game of Jones,3,Greg Zuerlein,K,LAR,K,10,Andre
Big Bucs No Whammies,3,Harrison Butker,K,KC,K,10,Travis
Run it Back,3,Hunter Henry,TE,LAC,BN,0,Jean
Zeke Virus,3,Jacksonville,DEF,Jax,DEF,15,Adam
Da Don Da Da's,3,Jake Elliott,K,Phi,K,6,Khari
Birds Like I'm Julio,3,Jamaal Williams,RB,GB,BN,10.6,Jake
Zeke Virus,3,Jameis Winston,QB,TB,BN,29.5,Adam
Da Don Da Da's,3,James Conner,RB,Pit,RB,7.7,Khari
Post Mahomes,3,James Washington,WR,Pit,BN,3.4,JL
Post Mahomes,3,James White,RB,NE,BN,0,JL
Eli Man Penguin Boy,3,Jared Cook,TE,NO,BN,1.7,Andy
Post Mahomes,3,Jared Goff,QB,LAR,QB,18.12,JL
Obi 'Quon Kenobi,3,Jason Myers,K,Sea,K,3,roy s
Game of Jones,3,Jason Witten,TE,Dal,BN,8.4,Andre
3HeadedATK,3,Joe Mixon,RB,Cin,RB,17.4,Christopher
Run it Back,3,Joey Slye,K,Car,K,8,Jean
Birds Like I'm Julio,3,John Brown,WR,Buf,W/R/T,9.5,Jake
Big Bucs No Whammies,3,John Ross III,WR,Cin,WR,2.2,Travis
Big Bucs No Whammies,3,Jordan Howard,RB,Phi,BN,9.7,Travis
Obi 'Quon Kenobi,3,Jordan Reed,TE,Was,BN,0,roy s
Run it Back,3,Josh Allen,QB,Buf,QB,20.32,Jean
Game of Jones,3,Josh Gordon,WR,Sea,BN,14.4,Andre
Post Mahomes,3,Josh Jacobs,RB,Oak,RB,4.4,JL
Post Mahomes,3,JuJu Smith-Schuster,WR,Pit,WR,17.1,JL
Run it Back,3,Julian Edelman,WR,NE,W/R/T,19.2,Jean
Game of Jones,3,Julio Jones,WR,Atl,WR,26.8,Andre
Post Mahomes,3,Justin Jackson,RB,LAC,BN,7,JL
Zeke Virus,3,Justin Tucker,K,Bal,K,4,Adam
Birds Like I'm Julio,3,Ka'imi Fairbairn,K,Hou,K,3,Jake
Eli Man Penguin Boy,3,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,3,Keenan Allen,WR,LAC,WR,43.6,Khari
Post Mahomes,3,Kenny Golladay,WR,Det,W/R/T,3.7,JL
Game of Jones,3,Kenny Stills,WR,Hou,BN,12.9,Andre
Eli Man Penguin Boy,3,Kenyan Drake,RB,Ari,BN,8.2,Andy
3HeadedATK,3,Kerryon Johnson,RB,Det,W/R/T,11.3,Christopher
Zeke Virus,3,Kyle Rudolph,TE,Min,BN,2.1,Adam
Eli Man Penguin Boy,3,Kyler Murray,QB,Ari,BN,21.82,Andy
Birds Like I'm Julio,3,Lamar Jackson,QB,Bal,QB,21.28,Jake
Da Don Da Da's,3,Larry Fitzgerald,WR,Ari,W/R/T,14.6,Khari
Birds Like I'm Julio,3,Latavius Murray,RB,NO,BN,0.2,Jake
Obi 'Quon Kenobi,3,Le'Veon Bell,RB,NYJ,RB,10.3,roy s
Obi 'Quon Kenobi,3,Leonard Fournette,RB,Jax,RB,15.2,roy s
Obi 'Quon Kenobi,3,LeSean McCoy,RB,KC,BN,23,roy s
Eli Man Penguin Boy,3,Los Angeles,DEF,LAC,DEF,4,Andy
Eli Man Penguin Boy,3,Los Angeles,DEF,LAR,BN,9,Andy
Zeke Virus,3,Malcolm Brown,RB,LAR,BN,0.7,Adam
Post Mahomes,3,Mark Andrews,TE,Bal,TE,4.5,JL
Big Bucs No Whammies,3,Mark Ingram II,RB,Bal,RB,35.5,Travis
3HeadedATK,3,Marlon Mack,RB,Ind,W/R/T,16.8,Christopher
Big Bucs No Whammies,3,Marquez Valdes-Scantling,WR,GB,W/R/T,21.9,Travis
Game of Jones,3,Marquise Brown,WR,Bal,W/R/T,6.9,Andre
Birds Like I'm Julio,3,Marquise Goodwin,WR,SF,BN,6.1,Jake
Obi 'Quon Kenobi,3,Marvin Jones Jr.,WR,Det,W/R/T,22.1,roy s
Post Mahomes,3,Mason Crosby,K,GB,K,11,JL
Run it Back,3,Matt Breida,RB,SF,W/R/T,10.8,Jean
Obi 'Quon Kenobi,3,Matt Bryant,K,Atl,BN,6,roy s
Big Bucs No Whammies,3,Matt Ryan,QB,Atl,QB,26.46,Travis
Post Mahomes,3,Mecole Hardman,WR,KC,BN,18.4,JL
Da Don Da Da's,3,Melvin Gordon III,RB,LAC,BN,0,Khari
Zeke Virus,3,Michael Gallup,WR,Dal,BN,0,Adam
Obi 'Quon Kenobi,3,Michael Thomas,WR,NO,WR,16.4,roy s
3HeadedATK,3,Mike Evans,WR,TB,WR,45,Christopher
Obi 'Quon Kenobi,3,Mike Williams,WR,LAC,W/R/T,7.5,roy s
Post Mahomes,3,Miles Sanders,RB,Phi,BN,12.6,JL
3HeadedATK,3,Minnesota,DEF,Min,DEF,7,Christopher
Obi 'Quon Kenobi,3,Mohamed Sanu,WR,NE,BN,13.7,roy s
Game of Jones,3,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,3,Nelson Agholor,WR,Phi,BN,23,Christopher
Obi 'Quon Kenobi,3,New England,DEF,NE,DEF,14,roy s
Obi 'Quon Kenobi,3,New Orleans,DEF,NO,BN,14,roy s
Da Don Da Da's,3,Nick Chubb,RB,Cle,RB,17.1,Khari
Big Bucs No Whammies,3,O.J. Howard,TE,TB,BN,9.6,Travis
Post Mahomes,3,Odell Beckham Jr.,WR,Cle,WR,11.6,JL
Game of Jones,3,Patrick Mahomes,QB,KC,QB,30.86,Andre
Birds Like I'm Julio,3,Peyton Barber,RB,TB,RB,7.5,Jake
Big Bucs No Whammies,3,Philadelphia,DEF,Phi,DEF,2,Travis
Da Don Da Da's,3,Philip Rivers,QB,LAC,QB,21.62,Khari
Da Don Da Da's,3,Phillip Lindsay,RB,Den,BN,29,Khari
Obi 'Quon Kenobi,3,Raheem Mostert,RB,SF,BN,5.9,roy s
Big Bucs No Whammies,3,Randall Cobb,WR,Dal,BN,4.3,Travis
Da Don Da Da's,3,Rashaad Penny,RB,Sea,BN,0,Khari
Run it Back,3,Robby Anderson,WR,NYJ,BN,4.1,Jean
Run it Back,3,Robert Woods,WR,LAR,WR,8.8,Jean
Zeke Virus,3,Ronald Jones II,RB,TB,BN,13.1,Adam
Eli Man Penguin Boy,3,Royce Freeman,RB,Den,BN,11.3,Andy
Big Bucs No Whammies,3,Russell Wilson,QB,Sea,BN,43.34,Travis
Da Don Da Da's,3,Sammy Watkins,WR,KC,W/R/T,11.4,Khari
Birds Like I'm Julio,3,Saquon Barkley,RB,NYG,RB,7.7,Jake
Game of Jones,3,Sony Michel,RB,NE,RB,7.1,Andre
Obi 'Quon Kenobi,3,Stefon Diggs,WR,Min,WR,4.5,roy s
Eli Man Penguin Boy,3,Stephen Gostkowski,K,NE,K,6,Andy
Obi 'Quon Kenobi,3,Sterling Shepard,WR,NYG,BN,27.1,roy s
Da Don Da Da's,3,T.J. Hockenson,TE,Det,BN,1.1,Khari
Zeke Virus,3,T.Y. Hilton,WR,Ind,WR,20.5,Adam
Game of Jones,3,Tarik Cohen,RB,Chi,RB,4.4,Andre
Run it Back,3,Tennessee,DEF,Ten,DEF,1,Jean
Eli Man Penguin Boy,3,Terry McLaurin,WR,Was,W/R/T,19,Andy
Zeke Virus,3,Tevin Coleman,RB,SF,BN,0,Adam
Zeke Virus,3,Todd Gurley II,RB,LAR,RB,4.3,Adam
Game of Jones,3,Tom Brady,QB,NE,BN,22.14,Andre
Birds Like I'm Julio,3,Travis Kelce,TE,KC,TE,15.9,Jake
Big Bucs No Whammies,3,Tre'Quan Smith,WR,NO,BN,0,Travis
Birds Like I'm Julio,3,Trey Burton,TE,Chi,BN,6,Jake
3HeadedATK,3,Tyler Boyd,WR,Cin,WR,12.8,Christopher
Birds Like I'm Julio,3,Tyler Lockett,WR,Sea,WR,32.4,Jake
Big Bucs No Whammies,3,Tyreek Hill,WR,KC,BN,0,Travis
Da Don Da Da's,3,Tyrell Williams,WR,Oak,BN,11.9,Khari
Obi 'Quon Kenobi,3,Vance McDonald,TE,Pit,TE,2,roy s
3HeadedATK,3,Wil Lutz,K,NO,K,3,Christopher
Run it Back,3,Will Dissly,TE,Sea,TE,18.2,Jean
Birds Like I'm Julio,3,Will Fuller V,WR,Hou,W/R/T,10.1,Jake
Da Don Da Da's,3,Zach Ertz,TE,Phi,TE,10.4,Khari
Big Bucs No Whammies,4,A.J. Brown,WR,Ten,BN,24.4,Travis
Zeke Virus,4,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,4,Aaron Jones,RB,GB,RB,17.8,Jean
Eli Man Penguin Boy,4,Aaron Rodgers,QB,GB,QB,28.48,Andy
Big Bucs No Whammies,4,Adam Thielen,WR,Min,WR,2.6,Travis
Game of Jones,4,Adrian Peterson,RB,Was,BN,2.8,Andre
Run it Back,4,Alexander Mattison,RB,Min,BN,2.3,Jean
Birds Like I'm Julio,4,Allen Robinson II,WR,Chi,WR,14.7,Jake
Game of Jones,4,Alshon Jeffery,WR,Phi,BN,12.8,Andre
Run it Back,4,Alvin Kamara,RB,NO,RB,11.9,Jean
Zeke Virus,4,Amari Cooper,WR,Dal,WR,9.8,Adam
Birds Like I'm Julio,4,Antonio Brown,WR,NE,BN,0,Jake
Post Mahomes,4,Atlanta,DEF,Atl,DEF,0,JL
Big Bucs No Whammies,4,Austin Ekeler,RB,LAC,RB,29.2,Travis
Game of Jones,4,Austin Hooper,TE,Atl,TE,22,Andre
3HeadedATK,4,Baker Mayfield,QB,Cle,BN,17.78,Christopher
Zeke Virus,4,Baltimore,DEF,Bal,BN,-1,Adam
Game of Jones,4,Brandin Cooks,WR,LAR,WR,13.1,Andre
Da Don Da Da's,4,Buffalo,DEF,Buf,BN,3,Khari
Eli Man Penguin Boy,4,Calvin Ridley,WR,Atl,W/R/T,6.2,Andy
Birds Like I'm Julio,4,Cam Newton,QB,Car,BN,0,Jake
Zeke Virus,4,Carlos Hyde,RB,Hou,BN,10.4,Adam
Zeke Virus,4,Carson Wentz,QB,Phi,BN,22.7,Adam
Game of Jones,4,Chicago,DEF,Chi,DEF,17,Andre
Zeke Virus,4,Chris Carson,RB,Sea,W/R/T,18.5,Adam
Eli Man Penguin Boy,4,Chris Godwin,WR,TB,WR,41.2,Andy
Game of Jones,4,Chris Thompson,RB,Was,RB,10,Andre
3HeadedATK,4,Christian Kirk,WR,Ari,BN,8.3,Christopher
Big Bucs No Whammies,4,Christian McCaffrey,RB,Car,RB,33.9,Travis
Da Don Da Da's,4,Cooper Kupp,WR,LAR,WR,26.9,Khari
Zeke Virus,4,Corey Davis,WR,Ten,WR,20.1,Adam
Run it Back,4,Courtland Sutton,WR,Den,BN,24.2,Jean
Post Mahomes,4,Curtis Samuel,WR,Car,W/R/T,6.3,JL
Obi 'Quon Kenobi,4,Dak Prescott,QB,Dal,QB,8.62,roy s
Post Mahomes,4,Dallas,DEF,Dal,BN,11,JL
Eli Man Penguin Boy,4,Dalvin Cook,RB,Min,RB,19,Andy
Eli Man Penguin Boy,4,Damien Williams,RB,KC,BN,0,Andy
3HeadedATK,4,Daniel Jones,QB,NYG,QB,15.3,Christopher
Eli Man Penguin Boy,4,Darrel Williams,RB,KC,W/R/T,18.6,Andy
Eli Man Penguin Boy,4,Darren Waller,TE,Oak,TE,12.3,Andy
3HeadedATK,4,Darwin Thompson,RB,KC,BN,0,Christopher
Run it Back,4,Davante Adams,WR,GB,WR,28,Jean
Zeke Virus,4,David Johnson,RB,Ari,RB,21.9,Adam
Birds Like I'm Julio,4,David Montgomery,RB,Chi,RB,9.7,Jake
Eli Man Penguin Boy,4,DeAndre Hopkins,WR,Hou,WR,8.1,Andy
3HeadedATK,4,Dede Westbrook,WR,Jax,BN,11.6,Christopher
Big Bucs No Whammies,4,Delanie Walker,TE,Ten,TE,1.4,Travis
Da Don Da Da's,4,Demarcus Robinson,WR,KC,W/R/T,7.5,Khari
Eli Man Penguin Boy,4,Derrick Henry,RB,Ten,RB,11.8,Andy
Run it Back,4,DeSean Jackson,WR,Phi,BN,0,Jean
Obi 'Quon Kenobi,4,Deshaun Watson,QB,Hou,BN,11.6,roy s
Run it Back,4,Devin Singletary,RB,Buf,BN,0,Jean
Post Mahomes,4,Devonta Freeman,RB,Atl,BN,18,JL
Big Bucs No Whammies,4,Dion Lewis,RB,Ten,BN,6,Travis
Da Don Da Da's,4,DJ Chark Jr.,WR,Jax,BN,8.4,Khari
Run it Back,4,DJ Moore,WR,Car,W/R/T,7.4,Jean
Post Mahomes,4,DK Metcalf,WR,Sea,BN,1.6,JL
Run it Back,4,Drew Brees,QB,NO,BN,0,Jean
Birds Like I'm Julio,4,Duke Johnson,RB,Hou,BN,9.8,Jake
3HeadedATK,4,Emmanuel Sanders,WR,SF,BN,15.4,Christopher
3HeadedATK,4,Eric Ebron,TE,Ind,BN,11.8,Christopher
Zeke Virus,4,Evan Engram,TE,NYG,TE,9.4,Adam
3HeadedATK,4,Ezekiel Elliott,RB,Dal,RB,16.5,Christopher
Birds Like I'm Julio,4,Frank Gore,RB,Buf,RB,10.9,Jake
Game of Jones,4,George Kittle,TE,SF,BN,0,Andre
3HeadedATK,4,Golden Tate,WR,NYG,BN,0,Christopher
Birds Like I'm Julio,4,Green Bay,DEF,GB,DEF,-1,Jake
3HeadedATK,4,Greg Olsen,TE,Car,TE,2.5,Christopher
Game of Jones,4,Greg Zuerlein,K,LAR,K,13,Andre
Big Bucs No Whammies,4,Harrison Butker,K,KC,K,11,Travis
Run it Back,4,Hunter Henry,TE,LAC,BN,0,Jean
Da Don Da Da's,4,Indianapolis,DEF,Ind,DEF,3,Khari
Zeke Virus,4,Jacksonville,DEF,Jax,DEF,2,Adam
Da Don Da Da's,4,Jake Elliott,K,Phi,K,4,Khari
Zeke Virus,4,Jameis Winston,QB,TB,QB,34.3,Adam
Da Don Da Da's,4,James Conner,RB,Pit,RB,26.5,Khari
Post Mahomes,4,James White,RB,NE,RB,13.8,JL
Eli Man Penguin Boy,4,Jared Cook,TE,NO,BN,5.1,Andy
Post Mahomes,4,Jared Goff,QB,LAR,QB,25.68,JL
Obi 'Quon Kenobi,4,Jason Myers,K,Sea,K,9,roy s
Game of Jones,4,Jason Witten,TE,Dal,BN,7,Andre
3HeadedATK,4,Joe Mixon,RB,Cin,RB,10.3,Christopher
Run it Back,4,Joey Slye,K,Car,K,13,Jean
Birds Like I'm Julio,4,John Brown,WR,Buf,W/R/T,11.9,Jake
Big Bucs No Whammies,4,John Ross III,WR,Cin,WR,6.6,Travis
Big Bucs No Whammies,4,Jordan Akins,TE,Hou,BN,5.1,Travis
Big Bucs No Whammies,4,Jordan Howard,RB,Phi,BN,32.5,Travis
Obi 'Quon Kenobi,4,Jordan Reed,TE,Was,BN,0,roy s
Run it Back,4,Josh Allen,QB,Buf,QB,11.72,Jean
Game of Jones,4,Josh Gordon,WR,Sea,W/R/T,7.6,Andre
Post Mahomes,4,Josh Jacobs,RB,Oak,RB,12.8,JL
Post Mahomes,4,JuJu Smith-Schuster,WR,Pit,WR,4.5,JL
Run it Back,4,Julian Edelman,WR,NE,W/R/T,7,Jean
Game of Jones,4,Julio Jones,WR,Atl,WR,9.3,Andre
Zeke Virus,4,Justin Tucker,K,Bal,K,6,Adam
Birds Like I'm Julio,4,Ka'imi Fairbairn,K,Hou,K,4,Jake
Eli Man Penguin Boy,4,Kareem Hunt,RB,Cle,BN,0,Andy
Da Don Da Da's,4,Keenan Allen,WR,LAC,WR,9.8,Khari
Post Mahomes,4,Kenny Golladay,WR,Det,W/R/T,23.7,JL
Game of Jones,4,Kenny Stills,WR,Hou,BN,4.4,Andre
Eli Man Penguin Boy,4,Kenyan Drake,RB,Ari,BN,10.3,Andy
3HeadedATK,4,Kerryon Johnson,RB,Det,W/R/T,15.7,Christopher
Eli Man Penguin Boy,4,Kyler Murray,QB,Ari,BN,17.34,Andy
Birds Like I'm Julio,4,Lamar Jackson,QB,Bal,QB,29.48,Jake
Da Don Da Da's,4,Larry Fitzgerald,WR,Ari,BN,9.7,Khari
Birds Like I'm Julio,4,Latavius Murray,RB,NO,BN,3,Jake
Obi 'Quon Kenobi,4,Le'Veon Bell,RB,NYJ,BN,0,roy s
Obi 'Quon Kenobi,4,Leonard Fournette,RB,Jax,RB,26.5,roy s
Obi 'Quon Kenobi,4,LeSean McCoy,RB,KC,RB,16.9,roy s
Eli Man Penguin Boy,4,Los Angeles,DEF,LAC,DEF,11,Andy
Eli Man Penguin Boy,4,Los Angeles,DEF,LAR,BN,6,Andy
Zeke Virus,4,Malcolm Brown,RB,LAR,BN,1.4,Adam
Post Mahomes,4,Mark Andrews,TE,Bal,TE,13.1,JL
Big Bucs No Whammies,4,Mark Ingram II,RB,Bal,W/R/T,8.1,Travis
3HeadedATK,4,Marlon Mack,RB,Ind,W/R/T,3.9,Christopher
Big Bucs No Whammies,4,Marquez Valdes-Scantling,WR,GB,W/R/T,7.7,Travis
Game of Jones,4,Marquise Brown,WR,Bal,W/R/T,6.2,Andre
Birds Like I'm Julio,4,Marquise Goodwin,WR,SF,BN,0,Jake
Obi 'Quon Kenobi,4,Marvin Jones Jr.,WR,Det,W/R/T,10.7,roy s
Post Mahomes,4,Mason Crosby,K,GB,K,9,JL
Run it Back,4,Matt Breida,RB,SF,BN,0,Jean
Obi 'Quon Kenobi,4,Matt Bryant,K,Atl,BN,5,roy s
Big Bucs No Whammies,4,Matt Ryan,QB,Atl,BN,15.68,Travis
Post Mahomes,4,Mecole Hardman,WR,KC,BN,0.9,JL
Da Don Da Da's,4,Melvin Gordon III,RB,LAC,W/R/T,0,Khari
Zeke Virus,4,Michael Gallup,WR,Dal,BN,0,Adam
Obi 'Quon Kenobi,4,Michael Thomas,WR,NO,WR,18.5,roy s
3HeadedATK,4,Mike Evans,WR,TB,WR,18.9,Christopher
Obi 'Quon Kenobi,4,Mike Williams,WR,LAC,BN,0,roy s
Post Mahomes,4,Miles Sanders,RB,Phi,BN,7.2,JL
3HeadedATK,4,Minnesota,DEF,Min,DEF,2,Christopher
Obi 'Quon Kenobi,4,Mohamed Sanu,WR,NE,BN,18.1,roy s
Game of Jones,4,N'Keal Harry,WR,NE,BN,0,Andre
3HeadedATK,4,Nelson Agholor,WR,Phi,BN,0,Christopher
Obi 'Quon Kenobi,4,New England,DEF,NE,DEF,25,roy s
Obi 'Quon Kenobi,4,New Orleans,DEF,NO,BN,11,roy s
Da Don Da Da's,4,Nick Chubb,RB,Cle,RB,39.3,Khari
Zeke Virus,4,O.J. Howard,TE,TB,W/R/T,6.3,Adam
Post Mahomes,4,Odell Beckham Jr.,WR,Cle,WR,4,JL
Game of Jones,4,Patrick Mahomes,QB,KC,QB,18,Andre
Birds Like I'm Julio,4,Peyton Barber,RB,TB,BN,7.9,Jake
Big Bucs No Whammies,4,Philadelphia,DEF,Phi,DEF,5,Travis
Da Don Da Da's,4,Philip Rivers,QB,LAC,QB,22.4,Khari
Post Mahomes,4,Phillip Dorsett II,WR,NE,BN,3.9,JL
Da Don Da Da's,4,Phillip Lindsay,RB,Den,BN,7,Khari
Obi 'Quon Kenobi,4,Raheem Mostert,RB,SF,BN,0,roy s
Big Bucs No Whammies,4,Randall Cobb,WR,Dal,BN,7.1,Travis
Zeke Virus,4,Rashaad Penny,RB,Sea,BN,0,Adam
Da Don Da Da's,4,Rex Burkhead,RB,NE,BN,1.7,Khari
Run it Back,4,Robby Anderson,WR,NYJ,BN,0,Jean
Run it Back,4,Robert Woods,WR,LAR,WR,29.4,Jean
Eli Man Penguin Boy,4,Royce Freeman,RB,Den,BN,9,Andy
Big Bucs No Whammies,4,Russell Wilson,QB,Sea,QB,15.3,Travis
Da Don Da Da's,4,Sammy Watkins,WR,KC,BN,6.4,Khari
Birds Like I'm Julio,4,Saquon Barkley,RB,NYG,BN,0,Jake
Game of Jones,4,Sony Michel,RB,NE,RB,6.3,Andre
Obi 'Quon Kenobi,4,Stefon Diggs,WR,Min,WR,15.8,roy s
Eli Man Penguin Boy,4,Stephen Gostkowski,K,NE,K,4,Andy
Obi 'Quon Kenobi,4,Sterling Shepard,WR,NYG,W/R/T,16.9,roy s
Post Mahomes,4,T.J. Hockenson,TE,Det,BN,11.7,JL
Zeke Virus,4,T.Y. Hilton,WR,Ind,BN,0,Adam
Game of Jones,4,Tarik Cohen,RB,Chi,BN,9.8,Andre
Run it Back,4,Tennessee,DEF,Ten,DEF,11,Jean
Eli Man Penguin Boy,4,Terry McLaurin,WR,Was,BN,0,Andy
Zeke Virus,4,Todd Gurley II,RB,LAR,RB,26,Adam
Game of Jones,4,Tom Brady,QB,NE,BN,4.7,Andre
Post Mahomes,4,Tony Pollard,RB,Dal,BN,0,JL
Birds Like I'm Julio,4,Travis Kelce,TE,KC,TE,15.5,Jake
Big Bucs No Whammies,4,Tre'Quan Smith,WR,NO,BN,0,Travis
Birds Like I'm Julio,4,Trey Burton,TE,Chi,BN,3.6,Jake
3HeadedATK,4,Tyler Boyd,WR,Cin,WR,6.3,Christopher
Birds Like I'm Julio,4,Tyler Lockett,WR,Sea,WR,9.1,Jake
Big Bucs No Whammies,4,Tyreek Hill,WR,KC,BN,0,Travis
Da Don Da Da's,4,Tyrell Williams,WR,Oak,BN,12.6,Khari
Obi 'Quon Kenobi,4,Vance McDonald,TE,Pit,TE,0,roy s
Da Don Da Da's,4,Wayne Gallman Jr.,RB,NYG,BN,27.8,Khari
3HeadedATK,4,Wil Lutz,K,NO,K,14,Christopher
Run it Back,4,Will Dissly,TE,Sea,TE,18.7,Jean
Birds Like I'm Julio,4,Will Fuller V,WR,Hou,W/R/T,5.3,Jake
Da Don Da Da's,4,Zach Ertz,TE,Phi,TE,13.5,Khari
Big Bucs No Whammies,5,A.J. Brown,WR,Ten,WR,4.7,Travis
Zeke Virus,5,A.J. Green,WR,Cin,BN,0,Adam
Run it Back,5,Aaron Jones,RB,GB,RB,49.2,Jean
Eli Man Penguin Boy,5,Aaron Rodgers,QB,GB,QB,9.42,Andy
Big Bucs No Whammies,5,Adam Thielen,WR,Min,WR,32,Travis
Game of Jones,5,Adrian Peterson,RB,Was,BN,1.8,Andre
Run it Back,5,Alexander Mattison,RB,Min,BN,5.2,Jean
Birds Like I'm Julio,5,Allen Robinson II,WR,Chi,WR,28.7,Jake
Game of Jones,5,Alshon Jeffery,WR,Phi,BN,11.2,Andre
Run it Back,5,Alvin Kamara,RB,NO,RB,16.92,Jean
Zeke Virus,5,Amari Cooper,WR,Dal,WR,39.6,Adam
Birds Like I'm Julio,5,Antonio Brown,WR,NE,BN,0,Jake
Big Bucs No Whammies,5,Austin Ekeler,RB,LAC,RB,22.3,Travis
Game of Jones,5,Austin Hooper,TE,Atl,TE,13.6,Andre
3HeadedATK,5,Baker Mayfield,QB,Cle,QB,0,Christopher
Zeke Virus,5,Baltimore,DEF,Bal,DEF,5,Adam
Game of Jones,5,Brandin Cooks,WR,LAR,WR,6.6,Andre
Da Don Da Da's,5,Buffalo,DEF,Buf,DEF,11,Khari
Eli Man Penguin Boy,5,Calvin Ridley,WR,Atl,W/R/T,19.8,Andy
Birds Like I'm Julio,5,Cam Newton,QB,Car,BN,0,Jake
Zeke Virus,5,Carlos Hyde,RB,Hou,BN,12,Adam
Zeke Virus,5,Carson Wentz,QB,Phi,QB,13.06,Adam
Game of Jones,5,Chicago,DEF,Chi,DEF,4,Andre
Zeke Virus,5,Chris Carson,RB,Sea,W/R/T,19.3,Adam
Eli Man Penguin Boy,5,Chris Godwin,WR,TB,WR,31.5,Andy
Game of Jones,5,Chris Thompson,RB,Was,RB,8.8,Andre
